STATE CODE,DISTRICT CODE,INDIA/STATE/UT/DISTRICT,TRU,pop_per,pop_male,pop_female
31,0,LAKSHADWEEP,Urban,"50,308","25,878","24,430"
31,1,Lakshadweep,Total,"64,429","33,106","31,323"
31,1,Lakshadweep,Rural,"14,121","7,228","6,893"
31,1,Lakshadweep,Urban,"50,308","25,878","24,430"
32,0,KERALA,Total,"33,387,677","16,021,290","17,366,387"
32,0,KERALA,Rural,"17,455,506","8,403,706","9,051,800"
32,0,KERALA,Urban,"15,932,171","7,617,584","8,314,587"
32,1,Kasaragod,Total,"1,302,600","626,617","675,983"
32,1,Kasaragod,Rural,"797,424","387,324","410,100"
32,1,Kasaragod,Urban,"505,176","239,293","265,883"
32,2,Kannur,Total,"2,525,637","1,184,012","1,341,625"
32,2,Kannur,Rural,"882,745","426,243","456,502"
32,2,Kannur,Urban,"1,642,892","757,769","885,123"
32,3,Wayanad,Total,"816,558","401,314","415,244"
32,3,Wayanad,Rural,"784,981","385,922","399,059"
32,3,Wayanad,Urban,"31,577","15,392","16,185"
32,4,Kozhikode,Total,"3,089,543","1,473,028","1,616,515"
32,4,Kozhikode,Rural,"1,014,765","485,654","529,111"
32,4,Kozhikode,Urban,"2,074,778","987,374","1,087,404"
32,5,Malappuram,Total,"4,110,956","1,961,014","2,149,942"
32,5,Malappuram,Rural,"2,294,473","1,095,465","1,199,008"
32,5,Malappuram,Urban,"1,816,483","865,549","950,934"
32,6,Palakkad,Total,"2,810,892","1,360,067","1,450,825"
32,6,Palakkad,Rural,"2,133,699","1,031,940","1,101,759"
32,6,Palakkad,Urban,"677,193","328,127","349,066"
32,7,Thrissur,Total,"3,110,327","1,474,665","1,635,662"
32,7,Thrissur,Rural,"1,020,537","485,875","534,662"
32,7,Thrissur,Urban,"2,089,790","988,790","1,101,000"
32,8,Ernakulam,Total,"3,279,860","1,617,602","1,662,258"
32,8,Ernakulam,Rural,"1,047,296","518,040","529,256"
32,8,Ernakulam,Urban,"2,232,564","1,099,562","1,133,002"
32,9,Idukki,Total,"1,107,453","551,944","555,509"
32,9,Idukki,Rural,"1,055,428","526,420","529,008"
32,9,Idukki,Urban,"52,025","25,524","26,501"
32,10,Kottayam,Total,"1,979,384","970,140","1,009,244"
32,10,Kottayam,Rural,"1,413,773","694,308","719,465"
32,10,Kottayam,Urban,"565,611","275,832","289,779"
32,11,Alappuzha,Total,"2,121,943","1,010,252","1,111,691"
32,11,Alappuzha,Rural,"974,916","462,571","512,345"
32,11,Alappuzha,Urban,"1,147,027","547,681","599,346"
32,12,Pathanamthitta,Total,"1,195,537","561,620","633,917"
32,12,Pathanamthitta,Rural,"1,064,076","499,745","564,331"
32,12,Pathanamthitta,Urban,"131,461","61,875","69,586"
32,13,Kollam,Total,"2,629,703","1,244,815","1,384,888"
32,13,Kollam,Rural,"1,443,363","678,969","764,394"
32,13,Kollam,Urban,"1,186,340","565,846","620,494"
32,14,Thiruvananthapuram,Total,"3,307,284","1,584,200","1,723,084"
32,14,Thiruvananthapuram,Rural,"1,528,030","725,230","802,800"
32,14,Thiruvananthapuram,Urban,"1,779,254","858,970","920,284"
33,0,TAMIL NADU,Total,"72,138,958","36,158,871","35,980,087"
33,0,TAMIL NADU,Rural,"37,189,229","18,663,701","18,525,528"
33,0,TAMIL NADU,Urban,"34,949,729","17,495,170","17,454,559"
33,1,Thiruvallur,Total,"3,725,697","1,878,559","1,847,138"
33,1,Thiruvallur,Rural,"1,292,679","647,183","645,496"
33,1,Thiruvallur,Urban,"2,433,018","1,231,376","1,201,642"
33,2,Chennai,Total,"4,681,087","2,357,633","2,323,454"
33,2,Chennai,Rural,0,0,0
33,2,Chennai,Urban,"4,681,087","2,357,633","2,323,454"
33,3,Kancheepuram,Total,"3,990,897","2,010,309","1,980,588"
33,3,Kancheepuram,Rural,"1,453,072","730,454","722,618"
33,3,Kancheepuram,Urban,"2,537,825","1,279,855","1,257,970"
33,4,Vellore,Total,"3,928,106","1,959,676","1,968,430"
33,4,Vellore,Rural,"2,234,049","1,118,058","1,115,991"
33,4,Vellore,Urban,"1,694,057","841,618","852,439"
33,5,Tiruvannamalai,Total,"2,468,965","1,238,688","1,230,277"
33,5,Tiruvannamalai,Rural,"1,972,622","991,393","981,229"
33,5,Tiruvannamalai,Urban,"496,343","247,295","249,048"
33,6,Viluppuram,Total,"3,463,284","1,744,832","1,718,452"
33,6,Viluppuram,Rural,"2,953,408","1,489,868","1,463,540"
33,6,Viluppuram,Urban,"509,876","254,964","254,912"
33,7,Salem,Total,"3,480,008","1,780,569","1,699,439"
33,7,Salem,Rural,"1,703,687","880,937","822,750"
33,7,Salem,Urban,"1,776,321","899,632","876,689"
33,8,Namakkal,Total,"1,721,179","866,740","854,439"
33,8,Namakkal,Rural,"1,028,019","519,422","508,597"
33,8,Namakkal,Urban,"693,160","347,318","345,842"
33,9,Erode,Total,"2,259,608","1,134,191","1,125,417"
33,9,Erode,Rural,"1,102,215","557,133","545,082"
33,9,Erode,Urban,"1,157,393","577,058","580,335"
33,10,The Nilgiris,Total,"735,071","360,170","374,901"
33,10,The Nilgiris,Rural,"299,061","145,518","153,543"
33,10,The Nilgiris,Urban,"436,010","214,652","221,358"
33,11,Dindigul,Total,"2,161,367","1,081,934","1,079,433"
33,11,Dindigul,Rural,"1,353,808","679,755","674,053"
33,11,Dindigul,Urban,"807,559","402,179","405,380"
33,12,Karur,Total,"1,076,588","534,392","542,196"
33,12,Karur,Rural,"642,415","318,817","323,598"
33,12,Karur,Urban,"434,173","215,575","218,598"
33,13,Tiruchirappalli,Total,"2,713,858","1,347,863","1,365,995"
33,13,Tiruchirappalli,Rural,"1,377,009","684,825","692,184"
33,13,Tiruchirappalli,Urban,"1,336,849","663,038","673,811"
33,14,Perambalur,Total,"564,511","281,436","283,075"
33,14,Perambalur,Rural,"467,726","233,390","234,336"
33,14,Perambalur,Urban,"96,785","48,046","48,739"
33,15,Ariyalur,Total,"752,481","373,319","379,162"
33,15,Ariyalur,Rural,"668,776","331,962","336,814"
33,15,Ariyalur,Urban,"83,705","41,357","42,348"
33,16,Cuddalore,Total,"2,600,880","1,311,151","1,289,729"
33,16,Cuddalore,Rural,"1,718,249","869,252","848,997"
33,16,Cuddalore,Urban,"882,631","441,899","440,732"
33,17,Nagapattinam,Total,"1,614,069","797,214","816,855"
33,17,Nagapattinam,Rural,"1,250,291","618,594","631,697"
33,17,Nagapattinam,Urban,"363,778","178,620","185,158"
33,18,Thiruvarur,Total,"1,268,094","627,616","640,478"
33,18,Thiruvarur,Rural,"1,009,411","500,543","508,868"
33,18,Thiruvarur,Urban,"258,683","127,073","131,610"
33,19,Thanjavur,Total,"2,402,781","1,183,112","1,219,669"
33,19,Thanjavur,Rural,"1,552,325","765,784","786,541"
33,19,Thanjavur,Urban,"850,456","417,328","433,128"
33,20,Pudukkottai,Total,"1,618,725","803,337","815,388"
33,20,Pudukkottai,Rural,"1,304,800","646,800","658,000"
33,20,Pudukkottai,Urban,"313,925","156,537","157,388"
33,21,Sivaganga,Total,"1,341,250","670,597","670,653"
33,21,Sivaganga,Rural,"925,619","462,693","462,926"
33,21,Sivaganga,Urban,"415,631","207,904","207,727"
33,22,Madurai,Total,"3,041,038","1,528,308","1,512,730"
33,22,Madurai,Rural,"1,196,829","604,021","592,808"
33,22,Madurai,Urban,"1,844,209","924,287","919,922"
33,23,Theni,Total,"1,243,684","624,922","618,762"
33,23,Theni,Rural,"574,196","290,287","283,909"
33,23,Theni,Urban,"669,488","334,635","334,853"
33,24,Virudhunagar,Total,"1,943,309","967,437","975,872"
33,24,Virudhunagar,Rural,"963,581","480,534","483,047"
33,24,Virudhunagar,Urban,"979,728","486,903","492,825"
33,25,Ramanathapuram,Total,"1,337,560","676,574","660,986"
33,25,Ramanathapuram,Rural,"910,949","458,962","451,987"
33,25,Ramanathapuram,Urban,"426,611","217,612","208,999"
33,26,Thoothukkudi,Total,"1,738,376","858,919","879,457"
33,26,Thoothukkudi,Rural,"866,570","427,030","439,540"
33,26,Thoothukkudi,Urban,"871,806","431,889","439,917"
33,27,Tirunelveli ,Total,"3,072,880","1,518,595","1,554,285"
33,27,Tirunelveli ,Rural,"1,552,235","765,687","786,548"
33,27,Tirunelveli ,Urban,"1,520,645","752,908","767,737"
33,28,Kanniyakumari,Total,"1,863,174","926,800","936,374"
33,28,Kanniyakumari,Rural,"326,616","163,118","163,498"
33,28,Kanniyakumari,Urban,"1,536,558","763,682","772,876"
33,29,Dharmapuri,Total,"1,502,900","772,490","730,410"
33,29,Dharmapuri,Rural,"1,242,519","641,575","600,944"
33,29,Dharmapuri,Urban,"260,381","130,915","129,466"
33,30,Krishnagiri,Total,"1,883,731","963,152","920,579"
33,30,Krishnagiri,Rural,"1,455,251","745,085","710,166"
33,30,Krishnagiri,Urban,"428,480","218,067","210,413"
33,31,Coimbatore,Total,"3,472,578","1,735,362","1,737,216"
33,31,Coimbatore,Rural,"839,408","418,771","420,637"
33,31,Coimbatore,Urban,"2,633,170","1,316,591","1,316,579"
33,32,Tiruppur,Total,"2,471,222","1,242,974","1,228,248"
33,32,Tiruppur,Rural,"951,834","476,250","475,584"
33,32,Tiruppur,Urban,"1,519,388","766,724","752,664"
34,0,PUDUCHERRY,Total,"1,244,464","610,485","633,979"
34,0,PUDUCHERRY,Rural,"394,341","194,388","199,953"
34,0,PUDUCHERRY,Urban,"850,123","416,097","434,026"
34,1,Yanam,Total,"55,616","27,277","28,339"
34,1,Yanam,Rural,0,0,0
34,1,Yanam,Urban,"55,616","27,277","28,339"
34,2,Puducherry,Total,"946,600","466,143","480,457"
34,2,Puducherry,Rural,"292,208","144,309","147,899"
34,2,Puducherry,Urban,"654,392","321,834","332,558"
34,3,Mahe,Total,"41,934","19,269","22,665"
34,3,Mahe,Rural,0,0,0
34,3,Mahe,Urban,"41,934","19,269","22,665"
34,4,Karaikal,Total,"200,314","97,796","102,518"
34,4,Karaikal,Rural,"102,133","50,079","52,054"
34,4,Karaikal,Urban,"98,181","47,717","50,464"
35,0,ANDAMAN & NICOBAR ISLANDS,Total,"379,944","202,330","177,614"
35,0,ANDAMAN & NICOBAR ISLANDS,Rural,"244,411","130,647","113,764"
35,0,ANDAMAN & NICOBAR ISLANDS,Urban,"135,533","71,683","63,850"
35,1,Nicobars,Total,"36,819","20,705","16,114"
35,1,Nicobars,Rural,"36,819","20,705","16,114"
35,1,Nicobars,Urban,0,0,0
35,2,North  & Middle Andaman,Total,"105,539","54,821","50,718"
35,2,North  & Middle Andaman,Rural,"102,798","53,416","49,382"
35,2,North  & Middle Andaman,Urban,"2,741","1,405","1,336"
35,3,South Andaman,Total,"237,586","126,804","110,782"
35,3,South Andaman,Rural,"104,794","56,526","48,268"
35,3,South Andaman,Urban,"132,792","70,278","62,514"
